ID1	ID2	type	node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	exists
AT4G29780	AT2G38470	-	AT4G29780	WRKY33	135079	125595	3702.AT4G29780.1	3702.AT2G38470.1	0	0	0	0	0.909	0	0	0	0.909	0.5
AT3G04640	AT1G32920	-	AT3G04640	AT1G32920	127035	118562	3702.AT3G04640.1	3702.AT1G32920.1	0	0	0	0	0.909	0	0	0	0.909	0.75
AT4G28400	AT2G31880	-	AT4G28400	SOBIR1	134927	124878	3702.AT4G28400.1	3702.AT2G31880.1	0.642	0	0	0	0.666	0.09	0	0.269	0.909	1
AT3G04640	AT2G40140	-	AT3G04640	CZF1	127035	125775	3702.AT3G04640.1	3702.AT2G40140.1	0	0	0	0	0.909	0	0	0	0.909	0.25
AT5G27420	AT5G25930	-	CNI1	AT5G25930	138811	138673	3702.AT5G27420.1	3702.AT5G25930.1	0	0	0	0	0.906	0.079	0	0	0.909	0.5
AT4G27280	AT3G04640	-	AT4G27280	AT3G04640	134800	127035	3702.AT4G27280.1	3702.AT3G04640.1	0	0	0	0	0.909	0	0	0	0.909	0.75
AT5G59820	AT1G43670	-	RHL41	FBP	141669	118929	3702.AT5G59820.1	3702.AT1G43670.1	0	0	0	0	0	0	0	0.909	0.909	1
AT3G45640	AT3G08720	-	MPK3	S6K2	130168	127443	3702.AT3G45640.1	3702.AT3G08720.1	0	0	0.454	0.666	0.598	0.661	0	0.768	0.909	0.25
AT4G10070	AT2G25970	-	AT4G10070	AT2G25970	132886	124256	3702.AT4G10070.1	3702.AT2G25970.1	0	0	0	0.691	0.131	0	0.9	0	0.909	0.5
AT5G67300	AT3G48360	-	MYBR1	BT2	142474	130454	3702.AT5G67300.1	3702.AT3G48360.1	0	0	0	0	0	0.311	0.304	0.823	0.908	0.75
AT5G26920	AT4G33050	-	CBP60G	EDA39	138763	135437	3702.AT5G26920.1	3702.AT4G33050.2	0	0	0	0	0.908	0	0	0	0.908	1
AT4G01370	AT1G01560	-	MPK4	MPK11	132226	115365	3702.AT4G01370.1	3702.AT1G01560.2	0	0	0.527	0.988	0.105	0	0.9	0.963	0.908	0.25
AT5G22250	AT4G29780	-	CAF1b	AT4G29780	138284	135079	3702.AT5G22250.1	3702.AT4G29780.1	0	0	0	0	0.908	0	0	0	0.908	0.5
AT2G40140	AT1G23710	-	CZF1	AT1G23710	125775	117705	3702.AT2G40140.1	3702.AT1G23710.1	0	0	0	0	0.908	0	0	0	0.908	0.75
AT4G29780	AT1G32920	-	AT4G29780	AT1G32920	135079	118562	3702.AT4G29780.1	3702.AT1G32920.1	0	0	0	0	0.907	0	0	0	0.907	1
AT3G18730	AT1G10210	-	TSK	MPK1	128562	116288	3702.AT3G18730.1	3702.AT1G10210.1	0	0	0	0	0	0.761	0	0.629	0.907	0.25
AT4G36450	AT2G46070	-	MPK14	MPK12	135802	126407	3702.AT4G36450.1	3702.AT2G46070.1	0	0	0.525	0.95	0	0	0.9	0.821	0.906	0.5
AT5G49160	AT3G02470	-	MET1	SAMDC	140517	126799	3702.AT5G49160.1	3702.AT3G02470.1	0	0	0	0	0	0	0.9	0.101	0.906	0.75
AT4G11280	AT2G36880	-	ACS6	MAT3	133016	125422	3702.AT4G11280.1	3702.AT2G36880.1	0.07	0	0	0	0	0	0.9	0.073	0.906	1
AT4G18880	AT3G08720	-	HSFA4A	S6K2	133896	127443	3702.AT4G18880.1	3702.AT3G08720.1	0	0	0	0	0.679	0.125	0	0.694	0.906	0.25
AT4G27280	AT1G80840	-	AT4G27280	WRKY40	134800	122366	3702.AT4G27280.1	3702.AT1G80840.1	0	0	0	0	0.906	0	0	0	0.906	0.5
AT4G20830	AT1G19020	-	AT4G20830	AT1G19020	134096	117217	3702.AT4G20830.1	3702.AT1G19020.1	0	0	0	0	0.906	0	0	0	0.906	0.75
AT4G11280	AT3G17390	-	ACS6	MTO3	133016	128412	3702.AT4G11280.1	3702.AT3G17390.1	0.07	0	0	0	0	0	0.9	0.073	0.906	1
AT1G13890	AT1G12360	-	SNAP30	KEU	116686	116525	3702.AT1G13890.1	3702.AT1G12360.1	0	0	0	0	0	0.849	0.243	0.248	0.906	0.25
AT4G10070	AT1G33680	-	AT4G10070	AT1G33680	132886	118624	3702.AT4G10070.1	3702.AT1G33680.1	0	0	0	0.946	0.105	0	0.9	0	0.906	0.5
AT4G36450	AT3G59790	-	MPK14	MPK10	135802	131658	3702.AT4G36450.1	3702.AT3G59790.1	0	0	0.526	0.953	0	0	0.9	0.827	0.906	0.75
AT4G29780	AT1G76650	-	AT4G29780	CML38	135079	121933	3702.AT4G29780.1	3702.AT1G76650.1	0	0	0	0	0.906	0	0	0	0.906	1
AT2G41640	AT1G80840	-	AT2G41640	WRKY40	125942	122366	3702.AT2G41640.1	3702.AT1G80840.1	0	0	0	0	0.872	0	0	0.295	0.905	0.25
AT5G58430	AT3G49530	-	EXO70B1	NAC062	141526	130574	3702.AT5G58430.1	3702.AT3G49530.1	0	0	0	0	0.896	0	0	0.126	0.905	0.5
AT5G25930	AT3G45640	-	AT5G25930	MPK3	138673	130168	3702.AT5G25930.1	3702.AT3G45640.1	0	0	0	0.644	0.657	0.671	0	0.581	0.905	0.75
AT3G18730	AT1G01560	-	TSK	MPK11	128562	115365	3702.AT3G18730.1	3702.AT1G01560.2	0	0	0	0	0	0.761	0	0.619	0.905	1
AT3G45640	AT3G18730	-	MPK3	TSK	130168	128562	3702.AT3G45640.1	3702.AT3G18730.1	0	0	0	0	0	0.761	0	0.619	0.905	0.25
AT3G59790	AT3G18730	-	MPK10	TSK	131658	128562	3702.AT3G59790.1	3702.AT3G18730.1	0	0	0	0	0	0.761	0	0.619	0.905	0.5
AT4G01370	AT3G26830	-	MPK4	PAD3	132226	129453	3702.AT4G01370.1	3702.AT3G26830.1	0	0	0	0	0	0	0	0.905	0.905	0.75
AT4G36450	AT1G01560	-	MPK14	MPK11	135802	115365	3702.AT4G36450.1	3702.AT1G01560.2	0	0	0.526	0.954	0	0	0.9	0.725	0.905	1
AT3G52400	AT3G13235	-	SYP122	DDI1	130890	127942	3702.AT3G52400.1	3702.AT3G13235.1	0	0	0	0	0.066	0.593	0	0.772	0.905	0.25
AT2G46070	AT1G10210	-	MPK12	MPK1	126407	116288	3702.AT2G46070.1	3702.AT1G10210.1	0	0	0.525	0.951	0	0	0.9	0.639	0.905	0.5
AT2G18170	AT1G01560	-	MPK7	MPK11	123434	115365	3702.AT2G18170.1	3702.AT1G01560.2	0	0	0.526	0.955	0	0	0.9	0.756	0.905	0.75
AT4G11330	AT3G18730	-	MPK5	TSK	133021	128562	3702.AT4G11330.1	3702.AT3G18730.1	0	0	0	0	0	0.761	0	0.619	0.905	1
AT3G59790	AT1G59580	-	MPK10	MPK2	131658	120159	3702.AT3G59790.1	3702.AT1G59580.1	0	0	0.526	0.951	0	0	0.9	0.648	0.905	0.25
AT4G36450	AT4G11330	-	MPK14	MPK5	135802	133021	3702.AT4G36450.1	3702.AT4G11330.1	0	0	0.526	0.959	0	0	0.9	0.828	0.905	0.5
AT3G18730	AT2G18170	-	TSK	MPK7	128562	123434	3702.AT3G18730.1	3702.AT2G18170.1	0	0	0	0	0	0.761	0	0.619	0.905	0.75
AT4G11330	AT2G18170	-	MPK5	MPK7	133021	123434	3702.AT4G11330.1	3702.AT2G18170.1	0	0	0.526	0.96	0	0	0.9	0.828	0.905	1
AT3G04640	AT1G23710	-	AT3G04640	AT1G23710	127035	117705	3702.AT3G04640.1	3702.AT1G23710.1	0	0	0	0	0.905	0	0	0	0.905	0.25
AT4G36450	AT3G18730	-	MPK14	TSK	135802	128562	3702.AT4G36450.1	3702.AT3G18730.1	0	0	0	0	0	0.761	0	0.619	0.905	0.5
AT2G46070	AT2G18170	-	MPK12	MPK7	126407	123434	3702.AT2G46070.1	3702.AT2G18170.1	0	0	0.526	0.952	0	0	0.9	0.694	0.905	0.75
AT3G18730	AT1G07880	-	TSK	ATMPK13	128562	116033	3702.AT3G18730.1	3702.AT1G07880.2	0	0	0	0	0	0.761	0	0.619	0.905	1
AT2G46070	AT1G59580	-	MPK12	MPK2	126407	120159	3702.AT2G46070.1	3702.AT1G59580.1	0	0	0.525	0.949	0	0	0.9	0.58	0.905	0.25
AT3G18730	AT1G59580	-	TSK	MPK2	128562	120159	3702.AT3G18730.1	3702.AT1G59580.1	0	0	0	0	0	0.761	0	0.619	0.905	0.5
AT3G49530	AT1G78290	-	NAC062	SNRK2-8	130574	122108	3702.AT3G49530.1	3702.AT1G78290.2	0	0	0	0	0	0	0	0.905	0.905	0.75
AT3G18730	AT2G46070	-	TSK	MPK12	128562	126407	3702.AT3G18730.1	3702.AT2G46070.1	0	0	0	0	0	0.761	0	0.619	0.905	1
AT3G45640	AT1G59580	-	MPK3	MPK2	130168	120159	3702.AT3G45640.1	3702.AT1G59580.1	0	0	0.526	0.958	0	0	0.9	0.744	0.905	0.25
AT3G61190	AT2G40140	-	BAP1	CZF1	131808	125775	3702.AT3G61190.1	3702.AT2G40140.1	0	0	0	0	0.905	0	0	0	0.905	0.5
AT3G59790	AT2G18170	-	MPK10	MPK7	131658	123434	3702.AT3G59790.1	3702.AT2G18170.1	0	0	0.526	0.954	0	0	0.9	0.691	0.905	0.75
AT3G55980	AT1G76650	-	SZF1	CML38	131273	121933	3702.AT3G55980.1	3702.AT1G76650.1	0	0	0	0	0.905	0	0	0	0.905	1
AT4G01370	AT3G18730	-	MPK4	TSK	132226	128562	3702.AT4G01370.1	3702.AT3G18730.1	0	0	0	0	0	0.761	0	0.619	0.905	0.25
AT4G36450	AT1G07880	-	MPK14	ATMPK13	135802	116033	3702.AT4G36450.1	3702.AT1G07880.2	0	0	0.526	0.96	0	0	0.9	0.828	0.905	0.5
AT2G30020	AT1G80840	-	AT2G30020	WRKY40	124675	122366	3702.AT2G30020.1	3702.AT1G80840.1	0	0	0	0	0.905	0	0	0	0.905	0.75
AT3G18730	AT2G43790	-	TSK	MPK6	128562	126169	3702.AT3G18730.1	3702.AT2G43790.1	0	0	0	0	0	0.761	0	0.619	0.905	1
AT3G13235	AT3G11820	-	DDI1	SYP121	127942	127780	3702.AT3G13235.1	3702.AT3G11820.1	0	0	0	0	0.066	0.593	0	0.772	0.905	0.25
AT5G59820	AT1G23710	-	RHL41	AT1G23710	141669	117705	3702.AT5G59820.1	3702.AT1G23710.1	0	0	0	0	0.904	0	0	0	0.904	0.5
AT4G11330	AT2G25970	-	MPK5	AT2G25970	133021	124256	3702.AT4G11330.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G36450	AT2G43790	-	MPK14	MPK6	135802	126169	3702.AT4G36450.1	3702.AT2G43790.1	0	0	0.526	0.956	0	0	0.9	0.549	0.904	1
AT2G18170	AT1G33680	-	MPK7	AT1G33680	123434	118624	3702.AT2G18170.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT3G25570	AT2G36880	-	AT3G25570	MAT3	129302	125422	3702.AT3G25570.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.083	0.904	0.5
AT4G01370	AT2G04550	-	MPK4	IBR5	132226	122730	3702.AT4G01370.1	3702.AT2G04550.1	0	0	0	0	0	0.565	0	0.788	0.904	0.75
AT4G10070	AT1G10210	-	AT4G10070	MPK1	132886	116288	3702.AT4G10070.1	3702.AT1G10210.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT5G15950	AT4G01850	-	AT5G15950	SAM-2	137688	132278	3702.AT5G15950.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.083	0.904	0.25
AT1G33680	AT1G10210	-	AT1G33680	MPK1	118624	116288	3702.AT1G33680.1	3702.AT1G10210.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT5G18930	AT2G36880	-	BUD2	MAT3	138007	125422	3702.AT5G18930.1	3702.AT2G36880.1	0	0	0	0	0	0	0.9	0.083	0.904	0.75
AT2G25970	AT1G10210	-	AT2G25970	MPK1	124256	116288	3702.AT2G25970.1	3702.AT1G10210.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT5G59820	AT1G19020	-	RHL41	AT1G19020	141669	117217	3702.AT5G59820.1	3702.AT1G19020.1	0	0	0	0	0.842	0	0	0.422	0.904	0.25
AT3G48360	AT1G18570	-	BT2	MYB51	130454	117172	3702.AT3G48360.1	3702.AT1G18570.1	0	0	0	0	0	0.311	0.304	0.817	0.904	0.5
AT2G25970	AT1G07880	-	AT2G25970	ATMPK13	124256	116033	3702.AT2G25970.1	3702.AT1G07880.2	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G10070	AT1G07880	-	AT4G10070	ATMPK13	132886	116033	3702.AT4G10070.1	3702.AT1G07880.2	0	0	0	0	0	0	0.9	0.084	0.904	1
AT3G25570	AT3G17390	-	AT3G25570	MTO3	129302	128412	3702.AT3G25570.1	3702.AT3G17390.1	0	0	0	0	0	0	0.9	0.083	0.904	0.25
AT4G10070	AT2G46070	-	AT4G10070	MPK12	132886	126407	3702.AT4G10070.1	3702.AT2G46070.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT4G01850	AT3G25570	-	SAM-2	AT3G25570	132278	129302	3702.AT4G01850.1	3702.AT3G25570.1	0	0	0	0	0	0	0.9	0.083	0.904	0.75
AT2G46070	AT1G33680	-	MPK12	AT1G33680	126407	118624	3702.AT2G46070.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT4G36450	AT2G25970	-	MPK14	AT2G25970	135802	124256	3702.AT4G36450.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT3G45640	AT2G25970	-	MPK3	AT2G25970	130168	124256	3702.AT3G45640.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT4G10070	AT2G18170	-	AT4G10070	MPK7	132886	123434	3702.AT4G10070.1	3702.AT2G18170.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G36450	AT1G33680	-	MPK14	AT1G33680	135802	118624	3702.AT4G36450.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT4G10070	AT1G01560	-	AT4G10070	MPK11	132886	115365	3702.AT4G10070.1	3702.AT1G01560.2	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT2G25970	AT1G01560	-	AT2G25970	MPK11	124256	115365	3702.AT2G25970.1	3702.AT1G01560.2	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT2G43790	AT2G18170	-	MPK6	MPK7	126169	123434	3702.AT2G43790.1	3702.AT2G18170.1	0	0	0.526	0.961	0	0	0.9	0.622	0.904	0.75
AT4G10070	AT2G43790	-	AT4G10070	MPK6	132886	126169	3702.AT4G10070.1	3702.AT2G43790.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT5G18930	AT4G01850	-	BUD2	SAM-2	138007	132278	3702.AT5G18930.1	3702.AT4G01850.1	0	0	0	0	0	0	0.9	0.083	0.904	0.25
AT4G01370	AT2G18170	-	MPK4	MPK7	132226	123434	3702.AT4G01370.1	3702.AT2G18170.1	0	0	0.526	0.96	0	0	0.9	0.592	0.904	0.5
AT3G45640	AT1G33680	-	MPK3	AT1G33680	130168	118624	3702.AT3G45640.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G36450	AT3G45640	-	MPK14	MPK3	135802	130168	3702.AT4G36450.1	3702.AT3G45640.1	0	0	0.526	0.958	0	0	0.9	0.526	0.904	1
AT2G25970	AT1G59580	-	AT2G25970	MPK2	124256	120159	3702.AT2G25970.1	3702.AT1G59580.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT4G36450	AT4G10070	-	MPK14	AT4G10070	135802	132886	3702.AT4G36450.1	3702.AT4G10070.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT3G45640	AT2G18170	-	MPK3	MPK7	130168	123434	3702.AT3G45640.1	3702.AT2G18170.1	0	0	0.526	0.961	0	0	0.9	0.725	0.904	0.75
AT3G44260	AT2G30020	-	CAF1a	AT2G30020	130024	124675	3702.AT3G44260.1	3702.AT2G30020.1	0	0	0	0	0.899	0	0	0.094	0.904	1
AT4G10070	AT3G45640	-	AT4G10070	MPK3	132886	130168	3702.AT4G10070.1	3702.AT3G45640.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT5G22250	AT3G04640	-	CAF1b	AT3G04640	138284	127035	3702.AT5G22250.1	3702.AT3G04640.1	0	0	0	0	0.904	0	0	0	0.904	0.5
AT3G15210	AT1G27730	-	ERF4	STZ	128171	118057	3702.AT3G15210.1	3702.AT1G27730.1	0	0	0	0	0.8	0	0	0.544	0.904	0.75
AT4G11330	AT4G10070	-	MPK5	AT4G10070	133021	132886	3702.AT4G11330.1	3702.AT4G10070.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT2G18170	AT1G07880	-	MPK7	ATMPK13	123434	116033	3702.AT2G18170.1	3702.AT1G07880.2	0	0	0.526	0.963	0	0	0.9	0.83	0.904	0.25
AT5G18930	AT1G02500	-	BUD2	SAM1	138007	115464	3702.AT5G18930.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.083	0.904	0.5
AT1G33680	AT1G01560	-	AT1G33680	MPK11	118624	115365	3702.AT1G33680.1	3702.AT1G01560.2	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G01370	AT1G59580	-	MPK4	MPK2	132226	120159	3702.AT4G01370.1	3702.AT1G59580.1	0	0	0.526	0.957	0	0	0.9	0.622	0.904	1
AT4G11330	AT1G33680	-	MPK5	AT1G33680	133021	118624	3702.AT4G11330.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT3G59790	AT2G25970	-	MPK10	AT2G25970	131658	124256	3702.AT3G59790.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT4G10070	AT4G01370	-	AT4G10070	MPK4	132886	132226	3702.AT4G10070.1	3702.AT4G01370.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT3G59790	AT1G33680	-	MPK10	AT1G33680	131658	118624	3702.AT3G59790.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT4G10070	AT1G59580	-	AT4G10070	MPK2	132886	120159	3702.AT4G10070.1	3702.AT1G59580.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT2G43790	AT1G33680	-	MPK6	AT1G33680	126169	118624	3702.AT2G43790.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT2G25970	AT2G18170	-	AT2G25970	MPK7	124256	123434	3702.AT2G25970.1	3702.AT2G18170.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G14365	AT1G01560	-	XBAT34	MPK11	133363	115365	3702.AT4G14365.1	3702.AT1G01560.2	0	0	0	0	0.904	0	0	0	0.904	1
AT4G11330	AT1G59580	-	MPK5	MPK2	133021	120159	3702.AT4G11330.1	3702.AT1G59580.1	0	0	0.526	0.958	0	0	0.9	0.642	0.904	0.25
AT1G33680	AT1G07880	-	AT1G33680	ATMPK13	118624	116033	3702.AT1G33680.1	3702.AT1G07880.2	0	0	0	0	0	0	0.9	0.084	0.904	0.5
AT4G29780	AT1G13930	-	AT4G29780	AT1G13930	135079	116690	3702.AT4G29780.1	3702.AT1G13930.1	0	0	0	0	0	0	0	0.904	0.904	0.75
AT2G46070	AT2G25970	-	MPK12	AT2G25970	126407	124256	3702.AT2G46070.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT1G59580	AT1G33680	-	MPK2	AT1G33680	120159	118624	3702.AT1G59580.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	0.25
AT5G15950	AT1G02500	-	AT5G15950	SAM1	137688	115464	3702.AT5G15950.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.083	0.904	0.5
AT4G10070	AT3G59790	-	AT4G10070	MPK10	132886	131658	3702.AT4G10070.1	3702.AT3G59790.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT3G02470	AT1G02500	-	SAMDC	SAM1	126799	115464	3702.AT3G02470.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.083	0.904	1
AT1G10210	AT1G01560	-	MPK1	MPK11	116288	115365	3702.AT1G10210.1	3702.AT1G01560.2	0	0	0.526	0.957	0	0	0.9	0.641	0.904	0.25
AT4G11330	AT1G10210	-	MPK5	MPK1	133021	116288	3702.AT4G11330.1	3702.AT1G10210.1	0	0	0.526	0.959	0	0	0.9	0.544	0.904	0.5
AT2G43790	AT2G25970	-	MPK6	AT2G25970	126169	124256	3702.AT2G43790.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT3G25570	AT1G02500	-	AT3G25570	SAM1	129302	115464	3702.AT3G25570.1	3702.AT1G02500.1	0	0	0	0	0	0	0.9	0.083	0.904	1
AT4G36450	AT4G01370	-	MPK14	MPK4	135802	132226	3702.AT4G36450.1	3702.AT4G01370.1	0	0	0.526	0.959	0	0	0.9	0.589	0.904	0.25
AT5G52760	AT3G50930	-	AT5G52760	BCS1	140903	130732	3702.AT5G52760.1	3702.AT3G50930.1	0	0	0	0	0.904	0	0	0	0.904	0.5
AT4G01370	AT2G25970	-	MPK4	AT2G25970	132226	124256	3702.AT4G01370.1	3702.AT2G25970.1	0	0	0	0	0	0	0.9	0.084	0.904	0.75
AT4G01370	AT1G33680	-	MPK4	AT1G33680	132226	118624	3702.AT4G01370.1	3702.AT1G33680.1	0	0	0	0	0	0	0.9	0.084	0.904	1
AT1G27730	AT1G23710	-	STZ	AT1G23710	118057	117705	3702.AT1G27730.1	3702.AT1G23710.1	0	0	0	0	0.903	0	0	0	0.903	0.25
AT2G18690	AT1G19020	-	AT2G18690	AT1G19020	123487	117217	3702.AT2G18690.1	3702.AT1G19020.1	0	0	0	0	0.903	0	0	0	0.903	0.5
AT5G17350	AT4G29780	-	AT5G17350	AT4G29780	137837	135079	3702.AT5G17350.1	3702.AT4G29780.1	0	0	0	0	0.903	0	0	0	0.903	0.75
AT1G59580	AT1G07880	-	MPK2	ATMPK13	120159	116033	3702.AT1G59580.1	3702.AT1G07880.2	0	0	0.526	0.963	0	0	0.9	0.479	0.903	1
AT2G46070	AT1G07880	-	MPK12	ATMPK13	126407	116033	3702.AT2G46070.1	3702.AT1G07880.2	0	0	0.527	0.976	0	0	0.9	0.819	0.903	0.25
AT5G59550	AT1G32920	-	RDUF2	AT1G32920	141643	118562	3702.AT5G59550.1	3702.AT1G32920.1	0	0	0	0	0.903	0	0	0	0.903	0.5
AT3G59790	AT1G01560	-	MPK10	MPK11	131658	115365	3702.AT3G59790.1	3702.AT1G01560.2	0	0	0.526	0.972	0	0	0.9	0.72	0.903	0.75
AT3G59790	AT1G10210	-	MPK10	MPK1	131658	116288	3702.AT3G59790.1	3702.AT1G10210.1	0	0	0.526	0.957	0	0	0.9	0.295	0.903	1
AT4G01370	AT3G45640	-	MPK4	MPK3	132226	130168	3702.AT4G01370.1	3702.AT3G45640.1	0	0	0.527	0.977	0	0	0.9	0.964	0.903	0.25
AT3G59790	AT2G46070	-	MPK10	MPK12	131658	126407	3702.AT3G59790.1	3702.AT2G46070.1	0	0	0.526	0.972	0	0	0.9	0.72	0.903	0.5
AT4G11330	AT3G59790	-	MPK5	MPK10	133021	131658	3702.AT4G11330.1	3702.AT3G59790.1	0	0	0.527	0.972	0	0	0.9	0.753	0.903	0.75
AT3G59790	AT1G07880	-	MPK10	ATMPK13	131658	116033	3702.AT3G59790.1	3702.AT1G07880.2	0	0	0.527	0.974	0	0	0.9	0.82	0.903	1
AT2G46070	AT2G43790	-	MPK12	MPK6	126407	126169	3702.AT2G46070.1	3702.AT2G43790.1	0	0	0.526	0.974	0	0	0.9	0.728	0.903	0.25
AT3G45640	AT2G46070	-	MPK3	MPK12	130168	126407	3702.AT3G45640.1	3702.AT2G46070.1	0	0	0.527	0.973	0	0	0.9	0.76	0.903	0.5
AT1G59580	AT1G01560	-	MPK2	MPK11	120159	115365	3702.AT1G59580.1	3702.AT1G01560.2	0	0	0.526	0.956	0	0	0.9	0.37	0.903	0.75
AT4G29780	AT2G41640	-	AT4G29780	AT2G41640	135079	125942	3702.AT4G29780.1	3702.AT2G41640.1	0	0	0	0	0.903	0	0	0	0.903	1
AT3G55980	AT2G39650	-	SZF1	AT2G39650	131273	125714	3702.AT3G55980.1	3702.AT2G39650.1	0	0	0	0	0.903	0	0	0	0.903	0.25
AT5G22250	AT2G30020	-	CAF1b	AT2G30020	138284	124675	3702.AT5G22250.1	3702.AT2G30020.1	0	0	0	0	0.903	0	0	0	0.903	0.5
AT4G34410	AT2G30020	-	RRTF1	AT2G30020	135586	124675	3702.AT4G34410.1	3702.AT2G30020.1	0	0	0	0	0.903	0	0	0	0.903	0.75
AT5G51190	AT5G47230	-	AT5G51190	ERF5	140739	140307	3702.AT5G51190.1	3702.AT5G47230.1	0	0	0	0.885	0.902	0	0	0.18	0.903	1
AT1G10210	AT1G07880	-	MPK1	ATMPK13	116288	116033	3702.AT1G10210.1	3702.AT1G07880.2	0	0	0.526	0.963	0	0	0.9	0.38	0.903	0.25
AT4G12720	AT1G19020	-	NUDT7	AT1G19020	133166	117217	3702.AT4G12720.4	3702.AT1G19020.1	0	0	0	0	0.903	0	0	0	0.903	0.5
AT3G46620	AT1G73540	-	RDUF1	NUDT21	130271	121617	3702.AT3G46620.1	3702.AT1G73540.1	0	0	0	0	0.903	0	0	0	0.903	0.75
AT4G01370	AT2G43790	-	MPK4	MPK6	132226	126169	3702.AT4G01370.1	3702.AT2G43790.1	0	0	0.527	0.977	0	0	0.9	0.972	0.903	1
AT4G11330	AT2G43790	-	MPK5	MPK6	133021	126169	3702.AT4G11330.1	3702.AT2G43790.1	0	0	0.527	0.977	0	0	0.9	0.648	0.902	0.25
AT4G11330	AT4G01370	-	MPK5	MPK4	133021	132226	3702.AT4G11330.1	3702.AT4G01370.1	0	0	0.527	0.983	0	0	0.9	0.726	0.902	0.5
AT2G38470	AT1G76600	-	WRKY33	AT1G76600	125595	121928	3702.AT2G38470.1	3702.AT1G76600.1	0	0	0	0	0.902	0	0	0	0.902	0.75
AT4G01370	AT1G07880	-	MPK4	ATMPK13	132226	116033	3702.AT4G01370.1	3702.AT1G07880.2	0	0	0.527	0.981	0	0	0.9	0.758	0.902	1
AT5G49160	AT4G11280	-	MET1	ACS6	140517	133016	3702.AT5G49160.1	3702.AT4G11280.1	0	0	0	0	0	0	0.9	0.063	0.902	0.25
AT3G59790	AT3G45640	-	MPK10	MPK3	131658	130168	3702.AT3G59790.1	3702.AT3G45640.1	0	0	0.527	0.975	0	0	0.9	0.523	0.902	0.5
AT5G52750	AT2G31880	-	AT5G52750	SOBIR1	140902	124878	3702.AT5G52750.1	3702.AT2G31880.1	0	0	0	0	0.902	0	0	0	0.902	0.75
AT3G45640	AT2G43790	-	MPK3	MPK6	130168	126169	3702.AT3G45640.1	3702.AT2G43790.1	0	0	0.527	0.981	0	0	0.9	0.978	0.902	1
AT4G01370	AT3G59790	-	MPK4	MPK10	132226	131658	3702.AT4G01370.1	3702.AT3G59790.1	0	0	0.526	0.973	0	0	0.9	0.408	0.902	0.25
AT3G02470	AT1G69770	-	SAMDC	CMT3	126799	121238	3702.AT3G02470.1	3702.AT1G69770.1	0	0	0	0	0	0	0.9	0.066	0.902	0.5
